SQ_PESSOA_VINCULANTE,SQ_PESSOA_VINCULADA,CO_CONDICAO,NO_VINCULO,DT_ENTRADA_SOCIEDADE,DT_INICIO_MANDATO,DT_SAIDA_SOCIEDADE,DT_TERMINO_MANDATO,VL_PARTICIPACAO,DS_CARGO_DIRECAO
585431,585432,801,EMPRESÁRIO,2015-08-11,,,,,
585433,585434,801,EMPRESÁRIO,2015-08-11,,,,,
585435,585436,801,EMPRESÁRIO,2015-08-11,,,,,
585437,585438,801,EMPRESÁRIO,2015-08-11,,,,,
585439,585440,801,EMPRESÁRIO,2015-08-11,,,,,
585441,585442,801,EMPRESÁRIO,2015-08-10,,,,,
585443,585444,801,EMPRESÁRIO,2015-08-11,,,,,
585445,585446,801,EMPRESÁRIO,2015-08-11,,,,,
585447,585448,801,EMPRESÁRIO,2015-08-11,,,,,
585449,585450,801,EMPRESÁRIO,2016-03-01,2016-03-01,,,0,
585451,585452,801,EMPRESÁRIO,2015-08-11,,,,,
585453,585454,801,EMPRESÁRIO,2015-08-11,,,,,
585455,585456,801,EMPRESÁRIO,2015-08-11,,,,,
585993,585994,801,EMPRESÁRIO,2015-08-12,,,,,
585995,585996,801,EMPRESÁRIO,2015-08-12,,,,,
585997,585998,801,EMPRESÁRIO,2015-08-12,,,,,
585999,586000,801,EMPRESÁRIO,2015-08-12,,,,,
586001,586002,801,EMPRESÁRIO,2015-08-12,,,,,
586003,586004,801,EMPRESÁRIO,2015-08-12,,,,,
586005,586006,801,EMPRESÁRIO,2015-08-12,,,,,
586007,586008,801,EMPRESÁRIO,2015-08-12,,,,,
586009,586010,801,EMPRESÁRIO,2015-08-12,,,,,
584947,163878,401,TITULAR PESSOA FÍSICA,2015-08-10,2015-08-10,,,,ADMINISTRADOR
584947,163878,205,ADMINISTRADOR,2015-07-01,2015-07-01,,,,ADMINISTRADOR
596675,166585,101,SOCIO,2015-08-04,2015-08-04,,,,
596675,596676,205,ADMINISTRADOR,2015-08-04,2015-08-04,,,,
596675,596676,101,SOCIO,2015-08-04,2015-08-04,,,,
584992,584993,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,30000,
584966,584967,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,20000,
584971,496029,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,35000,
584983,343345,401,TITULAR PESSOA FÍSICA,2015-08-11,2015-08-11,,,,ADMINISTRADOR
584983,343345,205,ADMINISTRADOR,2015-08-04,2015-08-04,,,,ADMINISTRADOR
584984,584985,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,1000,
584986,584987,101,SOCIO,2015-08-06,2015-08-06,,,,
584986,584988,101,SOCIO,2015-08-06,2015-08-06,,,,
584986,584988,205,ADMINISTRADOR,2015-08-06,2015-08-06,,,,
584990,346883,101,SOCIO,2015-07-08,2015-07-08,,,,
584990,584991,101,SOCIO,2013-07-08,2013-07-08,,,,
584990,584991,205,ADMINISTRADOR,2013-07-08,2013-07-08,,,,
584996,584997,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,30000,
584998,584999,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,70000,
585002,585003,401,TITULAR PESSOA FÍSICA,2015-08-11,2015-08-11,,,,ADMINISTRADOR
585002,585003,205,ADMINISTRADOR,2015-07-15,2015-07-15,,,,ADMINISTRADOR
585004,386830,205,ADMINISTRADOR,2010-10-07,2010-10-07,,,,ADMINISTRADOR
585004,386830,401,TITULAR PESSOA FÍSICA,2015-08-11,2015-08-11,,,,ADMINISTRADOR
585569,585570,801,EMPRESÁRIO,2015-08-11,,,,,
585571,585572,801,EMPRESÁRIO,2015-08-11,,,,,
585573,585574,801,EMPRESÁRIO,2015-08-11,,,,,
585575,585576,801,EMPRESÁRIO,2015-08-11,,,,,
585577,585578,801,EMPRESÁRIO,2015-08-11,,,,,
585579,585580,801,EMPRESÁRIO,2015-08-11,,,,,
585581,585582,801,EMPRESÁRIO,2015-08-11,,,,,
585583,585584,801,EMPRESÁRIO,2015-08-11,,,,,
585585,585586,801,EMPRESÁRIO,2015-08-11,,,,,
585587,585588,801,EMPRESÁRIO,2015-08-11,,,,,
585589,585590,801,EMPRESÁRIO,2015-08-11,,,,,
585001,154888,101,SOCIO,2015-05-05,2015-05-05,,,,
585001,154887,101,SOCIO,2015-05-05,2015-05-05,,,,
585001,154887,205,ADMINISTRADOR,2015-05-05,2015-05-05,,,,
584963,584964,101,SOCIO,2015-07-22,2015-07-22,,,,
584963,584965,101,SOCIO,2015-07-22,2015-07-22,,,,
584963,584965,205,ADMINISTRADOR,2015-07-22,2015-07-22,,,,
586040,586041,801,EMPRESÁRIO,2015-08-12,,,,,
586042,586043,801,EMPRESÁRIO,2015-08-12,,,,,
586044,586045,801,EMPRESÁRIO,2015-08-12,,,,,
586046,586047,801,EMPRESÁRIO,2015-08-12,,,,,
586048,586049,801,EMPRESÁRIO,2015-08-12,,,,,
586050,586051,801,EMPRESÁRIO,2015-08-12,,,,,
586052,586053,801,EMPRESÁRIO,2015-08-12,,,,,
586054,586055,801,EMPRESÁRIO,2015-08-12,,,,,
586056,586057,801,EMPRESÁRIO,2015-08-12,,,,,
586058,586059,801,EMPRESÁRIO,2015-08-12,,,,,
585805,585806,801,EMPRESÁRIO,2015-08-11,,,,,
585807,585808,801,EMPRESÁRIO,2015-08-11,,,,,
586060,586061,801,EMPRESÁRIO,2015-08-12,,,,,
584968,584969,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,15000,
585591,585592,801,EMPRESÁRIO,2015-08-11,,,,,
585593,585594,801,EMPRESÁRIO,2015-08-11,,,,,
585595,585596,801,EMPRESÁRIO,2015-08-11,,,,,
585597,585598,801,EMPRESÁRIO,2015-08-11,,,,,
585599,585600,801,EMPRESÁRIO,2015-08-11,,,,,
585601,585602,801,EMPRESÁRIO,2015-08-11,,,,,
585603,585604,801,EMPRESÁRIO,2015-08-11,,,,,
584976,584977,101,SOCIO,2015-07-17,2015-07-17,,,3248557,
584976,584978,101,SOCIO,2015-07-17,2015-07-17,,,1,
584976,584978,302,MAE/REPRESENTANTE,2015-07-17,2015-07-17,,,,
584976,16156,205,ADMINISTRADOR,2015-07-17,2015-07-17,2016-03-28,2016-03-28,,
584976,584978,205,ADMINISTRADOR,2015-07-17,2016-03-28,,,,
585491,585492,801,EMPRESÁRIO,2015-08-11,,,,,
585493,585494,801,EMPRESÁRIO,2015-08-11,,,,,
585495,585496,801,EMPRESÁRIO,2015-08-11,,,,,
585497,585498,801,EMPRESÁRIO,2015-08-11,,,,,
585499,585500,801,EMPRESÁRIO,2015-08-11,,,,,
585501,585502,801,EMPRESÁRIO,2015-08-11,,,,,
585503,585504,801,EMPRESÁRIO,2015-08-11,,,,,
585505,585506,801,EMPRESÁRIO,2015-08-11,,,,,
585507,585508,801,EMPRESÁRIO,2015-08-11,,,,,
585509,585510,801,EMPRESÁRIO,2015-08-11,,,,,
585511,585512,801,EMPRESÁRIO,2015-08-11,,,,,
585513,585514,801,EMPRESÁRIO,2015-08-11,,,,,
585515,585516,801,EMPRESÁRIO,2015-08-11,,,,,
585517,585518,801,EMPRESÁRIO,2015-08-11,,,,,
585519,585520,801,EMPRESÁRIO,2015-08-11,,,,,
584972,584973,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,10000,
585521,585522,801,EMPRESÁRIO,2015-08-11,,,,,
585525,585526,801,EMPRESÁRIO,2015-08-11,,,,,
585529,585530,801,EMPRESÁRIO,2015-08-11,,,,,
585533,585534,801,EMPRESÁRIO,2015-08-11,,,,,
585535,585536,801,EMPRESÁRIO,2015-08-11,,,,,
585537,585538,801,EMPRESÁRIO,2015-08-11,,,,,
585539,585540,801,EMPRESÁRIO,2015-08-11,,,,,
585541,585542,801,EMPRESÁRIO,2015-08-11,,,,,
585543,585544,801,EMPRESÁRIO,2015-08-11,,,,,
585545,585546,801,EMPRESÁRIO,2015-08-11,,,,,
585547,585548,801,EMPRESÁRIO,2015-08-11,,,,,
585549,585550,801,EMPRESÁRIO,2015-08-11,,,,,
585551,585552,801,EMPRESÁRIO,2015-08-11,,,,,
585553,585554,801,EMPRESÁRIO,2015-08-11,,,,,
584974,584975,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,10000,
584979,584980,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,25000,
584994,584995,801,EMPRESÁRIO,2015-08-11,2015-08-11,,,50000,
585555,585556,801,EMPRESÁRIO,2015-08-11,,,,,
585557,585558,801,EMPRESÁRIO,2015-08-11,,,,,
585559,585560,801,EMPRESÁRIO,2015-08-11,,,,,
585561,585562,801,EMPRESÁRIO,2015-08-11,,,,,
585563,585564,801,EMPRESÁRIO,2015-08-11,,,,,
585565,585566,801,EMPRESÁRIO,2015-08-11,,,,,
585567,585568,801,EMPRESÁRIO,2015-08-11,,,,,
585809,585810,801,EMPRESÁRIO,2015-08-11,,,,,
586011,586012,801,EMPRESÁRIO,2015-08-12,,,,,
586018,97651,101,SOCIO,2010-06-16,2010-06-16,,,,
586018,97651,205,ADMINISTRADOR,2010-06-16,2010-06-16,,,,
586018,380929,205,ADMINISTRADOR,2010-06-16,2010-06-16,,,,
586018,380929,101,SOCIO,2010-06-16,2010-06-16,,,,
586020,586021,101,SOCIO,2014-04-30,2014-04-30,,,,
586020,586022,101,SOCIO,2015-06-08,2015-06-08,,,,
586020,586023,205,ADMINISTRADOR,2015-06-08,2015-06-08,,,,
586020,586023,101,SOCIO,2014-04-30,2014-04-30,,,,
586024,586025,101,SOCIO,2015-08-07,2015-08-07,,,,
586024,412337,205,ADMINISTRADOR,2015-08-07,2015-08-07,,,,
586024,412337,101,SOCIO,2015-08-07,2015-08-07,,,,
586026,586027,101,SOCIO,2015-08-06,2015-08-06,,,,
586026,586028,101,SOCIO,2015-08-06,2015-08-06,,,,
586026,586028,205,ADMINISTRADOR,2015-08-06,2015-08-06,,,,
586031,6641,205,ADMINISTRADOR,2015-07-15,2015-07-15,2016-03-16,2016-03-16,,
586031,14108,205,ADMINISTRADOR,2015-07-15,2015-07-15,2016-03-16,2016-03-16,,
586031,6641,101,SOCIO,2015-08-12,2015-08-12,2016-03-16,2016-03-16,,
586031,14108,101,SOCIO,2015-08-12,2015-08-12,2016-03-16,2016-03-16,,
586031,376214,101,SOCIO,2016-03-16,2016-03-16,,,,
586031,376214,205,ADMINISTRADOR,2016-03-16,2016-03-16,,,,
586031,155880,101,SOCIO,2016-03-16,2016-03-16,,,,
586031,155880,205,ADMINISTRADOR,2016-03-16,2016-03-16,,,,
586031,109402,101,SOCIO,2016-03-16,2016-03-16,,,,
586031,109402,205,ADMINISTRADOR,2016-03-16,2016-03-16,,,,
586032,144824,401,TITULAR PESSOA FÍSICA,2015-08-12,2015-08-12,,,,
586032,144824,205,ADMINISTRADOR,2015-06-22,2015-06-22,,,,
586033,586034,101,SOCIO,2015-07-20,2015-07-20,,,,
586033,586034,205,ADMINISTRADOR,2015-07-20,2015-07-20,,,,
586033,586035,101,SOCIO,2015-07-20,2015-07-20,,,,
586033,586035,205,ADMINISTRADOR,2015-07-20,2015-07-20,,,,
586146,586147,801,EMPRESÁRIO,2015-08-12,,,,,
586148,586149,801,EMPRESÁRIO,2015-08-12,,,,,
586150,586151,801,EMPRESÁRIO,2015-08-12,,,,,
586152,586153,801,EMPRESÁRIO,2015-08-12,,,,,
586154,586155,801,EMPRESÁRIO,2015-08-12,,,,,
586156,586157,801,EMPRESÁRIO,2015-08-12,,,,,
586158,586159,801,EMPRESÁRIO,2015-08-12,,,,,
586160,586161,801,EMPRESÁRIO,2015-08-12,,,,,
586162,586163,801,EMPRESÁRIO,2015-08-12,,,,,
586164,586165,801,EMPRESÁRIO,2015-08-12,,,,,
586166,586167,801,EMPRESÁRIO,2015-08-12,,,,,
586168,586169,801,EMPRESÁRIO,2015-08-12,,,,,
586170,586171,801,EMPRESÁRIO,2015-08-12,,,,,
586172,586173,801,EMPRESÁRIO,2015-08-12,,,,,
586062,586063,801,EMPRESÁRIO,2015-08-12,,,,,
586064,586065,801,EMPRESÁRIO,2015-08-12,,,,,
586066,586067,801,EMPRESÁRIO,2015-08-12,,,,,
586068,586069,801,EMPRESÁRIO,2015-08-12,,,,,
586070,586071,801,EMPRESÁRIO,2015-08-12,,,,,
586072,586073,801,EMPRESÁRIO,2015-08-12,,,,,
586074,586075,801,EMPRESÁRIO,2015-08-12,,,,,
586076,586077,801,EMPRESÁRIO,2015-08-12,,,,,
586078,586079,801,EMPRESÁRIO,2015-08-12,,,,,
586080,586081,801,EMPRESÁRIO,2015-08-12,,,,,
586082,586083,801,EMPRESÁRIO,2015-08-12,,,,,
586084,586085,801,EMPRESÁRIO,2015-08-12,,,,,
586086,586087,801,EMPRESÁRIO,2015-08-12,,,,,
586088,586089,801,EMPRESÁRIO,2015-08-12,,,,,
586090,586091,801,EMPRESÁRIO,2015-08-12,,,,,
586092,586093,801,EMPRESÁRIO,2015-08-12,,,,,
586094,586095,801,EMPRESÁRIO,2015-08-12,,,,,
586036,71266,101,SOCIO,2015-08-05,2015-08-05,,,,
586036,586037,101,SOCIO,2015-08-05,2015-08-05,,,,
586036,586037,205,ADMINISTRADOR,2015-08-05,2015-08-05,,,,
586096,586097,801,EMPRESÁRIO,2015-08-12,,,,,
586098,586099,801,EMPRESÁRIO,2015-08-12,,,,,
586100,586101,801,EMPRESÁRIO,2015-08-12,,,,,
586102,586103,801,EMPRESÁRIO,2015-08-12,,,,,
586104,586105,801,EMPRESÁRIO,2015-08-12,,,,,
586106,586107,801,EMPRESÁRIO,2015-08-12,,,,,
586108,586109,801,EMPRESÁRIO,2015-08-12,,,,,
586110,586111,801,EMPRESÁRIO,2015-08-12,,,,,
586112,586113,801,EMPRESÁRIO,2015-08-12,,,,,
586114,586115,801,EMPRESÁRIO,2015-08-12,,,,,
586116,586117,801,EMPRESÁRIO,2015-08-12,,,,,
586118,586119,801,EMPRESÁRIO,2015-08-12,,,,,
586120,586121,801,EMPRESÁRIO,2015-08-12,,,,,
586122,586123,801,EMPRESÁRIO,2015-08-12,,,,,
586124,586125,801,EMPRESÁRIO,2015-08-12,,,,,
586126,586127,801,EMPRESÁRIO,2015-08-12,,,,,
586128,586129,801,EMPRESÁRIO,2015-08-12,,,,,
586130,586131,801,EMPRESÁRIO,2015-08-12,,,,,
586132,586133,801,EMPRESÁRIO,2015-08-12,,,,,
586134,586135,801,EMPRESÁRIO,2015-08-12,,,,,
586137,586138,801,EMPRESÁRIO,2015-08-12,2015-08-12,,,80000,
586139,586140,801,EMPRESÁRIO,2015-08-12,2015-08-12,,,10000,
586141,501441,801,EMPRESÁRIO,2015-08-12,2015-08-12,,,10000,
586144,586145,801,EMPRESÁRIO,2015-08-12,2015-08-12,,,30000,
586174,586175,801,EMPRESÁRIO,2015-08-12,2015-08-12,,,20000,
586038,586039,801,EMPRESÁRIO,2015-08-12,2015-08-12,,,20000,
586136,124798,801,EMPRESÁRIO,2015-08-12,2015-08-12,,,5000,
586142,586143,801,EMPRESÁRIO,2015-08-12,2015-08-12,,,20000,
586176,586177,801,EMPRESÁRIO,2015-08-12,,,,,
586178,586179,801,EMPRESÁRIO,2015-08-13,,,,,
586180,586181,801,EMPRESÁRIO,2015-08-13,,,,,
586335,586336,801,EMPRESÁRIO,2016-05-26,2016-05-26,,,0,
586337,586338,801,EMPRESÁRIO,2015-08-13,,,,,
586339,586340,801,EMPRESÁRIO,2015-08-13,,,,,
586341,586342,801,EMPRESÁRIO,2015-08-13,,,,,
586343,586344,801,EMPRESÁRIO,2015-08-13,,,,,
586607,586608,203,DIRETOR,2015-08-13,2015-08-13,,,0,DIRETORA
586607,539502,203,DIRETOR,2015-08-13,2015-08-13,,,,DIRETOR
586186,586187,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,50000,
586208,586209,101,SOCIO,2015-08-12,2015-08-12,,,,
586208,586209,205,ADMINISTRADOR,2015-08-12,2015-08-12,,,,
586208,586210,101,SOCIO,2015-08-12,2015-08-12,,,,
586208,586210,205,ADMINISTRADOR,2015-08-12,2015-08-12,,,,
586211,586212,401,TITULAR PESSOA FÍSICA,2015-08-13,2015-08-13,,,,
586211,586212,205,ADMINISTRADOR,2015-07-30,2015-07-30,,,,
586215,586216,801,EMPRESÁRIO,2015-08-13,,,,,
586217,586218,801,EMPRESÁRIO,2015-08-13,,,,,
586219,586220,801,EMPRESÁRIO,2015-08-13,,,,,
586203,586204,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,100000,
586221,586222,801,EMPRESÁRIO,2015-08-13,,,,,
586223,586224,801,EMPRESÁRIO,2015-08-13,,,,,
586225,586226,801,EMPRESÁRIO,2015-08-13,,,,,
586227,586228,801,EMPRESÁRIO,2015-08-13,,,,,
586229,586230,801,EMPRESÁRIO,2015-08-13,,,,,
586231,586232,801,EMPRESÁRIO,2015-08-13,,,,,
586233,586234,801,EMPRESÁRIO,2015-08-13,,,,,
586235,586236,801,EMPRESÁRIO,2015-08-13,,,,,
586237,586238,801,EMPRESÁRIO,2015-08-13,,,,,
586239,586240,801,EMPRESÁRIO,2015-08-13,,,,,
586241,586242,801,EMPRESÁRIO,2015-08-13,,,,,
586199,586200,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,25000,
586197,418504,101,SOCIO,2015-07-27,2015-07-27,,,,
586197,418504,205,ADMINISTRADOR,2015-07-27,2015-07-27,,,,
586197,374436,101,SOCIO,2015-07-27,2015-07-27,,,,
586197,374436,205,ADMINISTRADOR,2015-07-27,2015-07-27,,,,
586197,334154,101,SOCIO,2016-03-01,2016-03-01,,,,
586197,334154,205,ADMINISTRADOR,2016-03-01,2016-03-01,,,,
586197,625518,101,SOCIO,2016-03-01,2016-03-01,,,,
586197,625518,205,ADMINISTRADOR,2016-03-01,2016-03-01,,,,
586201,586202,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,90000,
586243,586244,801,EMPRESÁRIO,2015-08-13,,,,,
586245,586246,801,EMPRESÁRIO,2015-08-13,,,,,
586247,586248,801,EMPRESÁRIO,2015-08-13,,,,,
586249,586250,801,EMPRESÁRIO,2015-08-13,,,,,
586190,168316,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,25000,
586195,586196,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,50000,
586251,586252,801,EMPRESÁRIO,2015-08-13,,,,,
586253,586254,801,EMPRESÁRIO,2015-08-13,,,,,
586255,586256,801,EMPRESÁRIO,2015-08-13,,,,,
586257,586258,801,EMPRESÁRIO,2015-08-13,,,,,
586259,586260,801,EMPRESÁRIO,2015-08-13,,,,,
586261,586262,801,EMPRESÁRIO,2015-08-13,,,,,
586263,586264,801,EMPRESÁRIO,2015-08-13,,,,,
586265,586266,801,EMPRESÁRIO,2015-08-13,,,,,
586267,586268,801,EMPRESÁRIO,2015-08-13,,,,,
586269,586270,801,EMPRESÁRIO,2015-08-13,,,,,
586271,586272,801,EMPRESÁRIO,2015-08-13,,,,,
586273,586274,801,EMPRESÁRIO,2015-08-13,,,,,
586275,586276,801,EMPRESÁRIO,2016-06-21,2016-06-21,,,0,
586277,586278,801,EMPRESÁRIO,2015-09-30,2015-09-30,,,40000,
586191,586192,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,30000,
586198,522762,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,10000,
586193,586194,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,10000,
586279,586280,801,EMPRESÁRIO,2015-08-13,,,,,
586281,586282,801,EMPRESÁRIO,2015-08-13,,,,,
586188,345924,205,ADMINISTRADOR,2015-08-11,2015-08-11,,,,ADMINISTRADOR
586188,345924,401,TITULAR PESSOA FÍSICA,2015-08-11,2015-08-11,,,,ADMINISTRADOR
586305,586306,801,EMPRESÁRIO,2015-08-13,,,,,
586307,586308,801,EMPRESÁRIO,2015-08-13,,,,,
586309,586310,801,EMPRESÁRIO,2015-08-13,,,,,
586311,586312,801,EMPRESÁRIO,2015-08-13,,,,,
586313,586314,801,EMPRESÁRIO,2015-08-13,,,,,
586315,586316,801,EMPRESÁRIO,2015-08-13,,,,,
586317,586318,801,EMPRESÁRIO,2015-08-13,,,,,
586319,586320,801,EMPRESÁRIO,2015-08-13,,,,,
586321,586322,801,EMPRESÁRIO,2015-08-13,,,,,
586323,586324,801,EMPRESÁRIO,2015-08-13,,,,,
586325,586326,801,EMPRESÁRIO,2015-08-13,,,,,
586283,586284,801,EMPRESÁRIO,2015-08-13,,,,,
586285,615538,801,EMPRESÁRIO,2015-08-13,,,,,
586287,586288,801,EMPRESÁRIO,2015-08-13,,,,,
586289,586290,801,EMPRESÁRIO,2015-08-13,,,,,
586291,586292,801,EMPRESÁRIO,2015-08-13,,,,,
586293,586294,801,EMPRESÁRIO,2015-08-13,,,,,
586295,586296,801,EMPRESÁRIO,2015-08-13,,,,,
586297,586298,801,EMPRESÁRIO,2015-08-13,,,,,
586299,586300,801,EMPRESÁRIO,2015-08-13,,,,,
586301,586302,801,EMPRESÁRIO,2015-08-13,,,,,
586303,586304,801,EMPRESÁRIO,2015-08-13,,,,,
586345,586346,801,EMPRESÁRIO,2015-08-13,,,,,
586182,586183,801,EMPRESÁRIO,2015-08-13,2015-08-13,,,20000,
586327,586328,801,EMPRESÁRIO,2015-08-13,,,,,
586329,586330,801,EMPRESÁRIO,2015-08-13,,,,,
586331,586332,801,EMPRESÁRIO,2015-08-13,,,,,
586333,586334,801,EMPRESÁRIO,2015-08-13,,,,,
586347,329278,101,SOCIO,2015-06-23,2015-06-23,,,,
586347,329278,205,ADMINISTRADOR,2015-06-23,2015-06-23,,,,
586347,586348,101,SOCIO,2015-06-23,2015-06-23,,,,
586347,586348,205,ADMINISTRADOR,2015-06-23,2015-06-23,,,,
586471,586472,801,EMPRESÁRIO,2015-08-14,,,,,
586473,586474,801,EMPRESÁRIO,2015-08-14,,,,,
586459,586460,801,EMPRESÁRIO,2015-08-14,,,,,
586461,586462,801,EMPRESÁRIO,2015-08-14,,,,,
586463,586464,801,EMPRESÁRIO,2015-08-14,,,,,
586465,586466,801,EMPRESÁRIO,2015-08-14,,,,,
586467,586468,801,EMPRESÁRIO,2015-08-14,,,,,
586469,586470,801,EMPRESÁRIO,2015-08-14,,,,,
586389,586390,801,EMPRESÁRIO,2015-08-14,,,,,
586391,586392,801,EMPRESÁRIO,2015-08-14,,,,,
586393,586394,801,EMPRESÁRIO,2015-08-14,,,,,
586395,586396,801,EMPRESÁRIO,2015-08-14,,,,,
586397,586398,801,EMPRESÁRIO,2015-08-14,,,,,
586399,586400,801,EMPRESÁRIO,2015-08-14,,,,,
586401,586402,801,EMPRESÁRIO,2015-08-14,,,,,
586403,586404,801,EMPRESÁRIO,2015-08-14,,,,,
586405,586406,801,EMPRESÁRIO,2015-08-14,,,,,
586407,586408,801,EMPRESÁRIO,2015-08-14,,,,,
586409,586410,801,EMPRESÁRIO,2015-08-14,,,,,
586411,586412,801,EMPRESÁRIO,2015-08-14,,,,,
586413,586414,801,EMPRESÁRIO,2015-08-14,,,,,
586415,586416,801,EMPRESÁRIO,2015-08-14,,,,,
586417,586418,801,EMPRESÁRIO,2015-08-14,,,,,
586419,586420,801,EMPRESÁRIO,2015-08-14,,,,,
586421,586422,801,EMPRESÁRIO,2015-08-14,,,,,
586379,162172,801,EMPRESÁRIO,2015-08-14,2015-08-14,,,90000,
586385,586386,801,EMPRESÁRIO,2015-08-14,2015-08-14,,,50000,
586352,586353,101,SOCIO,2015-07-27,2015-07-27,,,,
586352,586354,101,SOCIO,2015-07-27,2015-07-27,,,,
586352,586354,205,ADMINISTRADOR,2015-07-27,2015-07-27,,,,
586369,586370,801,EMPRESÁRIO,2015-08-14,2015-08-14,,,100000,
586423,586424,801,EMPRESÁRIO,2015-08-14,,,,,
586425,586426,801,EMPRESÁRIO,2015-08-14,,,,,
586427,586428,801,EMPRESÁRIO,2015-08-14,,,,,
586429,586430,801,EMPRESÁRIO,2015-08-14,,,,,
586431,586432,801,EMPRESÁRIO,2015-08-14,,,,,
586433,586434,801,EMPRESÁRIO,2015-08-14,,,,,
586435,586436,801,EMPRESÁRIO,2015-08-14,,,,,
586437,586438,801,EMPRESÁRIO,2015-08-14,,,,,
586439,586440,801,EMPRESÁRIO,2015-08-14,,,,,
586441,586442,801,EMPRESÁRIO,2015-08-14,,,,,
586443,586444,801,EMPRESÁRIO,2015-08-14,,,,,
586445,586446,801,EMPRESÁRIO,2015-08-14,,,,,
586447,586448,801,EMPRESÁRIO,2015-08-14,,,,,
586449,586450,801,EMPRESÁRIO,2015-08-14,,,,,
586451,586452,801,EMPRESÁRIO,2015-08-14,,,,,
586453,586454,801,EMPRESÁRIO,2015-08-14,,,,,
586455,586456,801,EMPRESÁRIO,2015-08-14,,,,,
586457,586458,801,EMPRESÁRIO,2015-08-14,,,,,
586362,586363,101,SOCIO,2015-07-20,2015-07-20,,,,
586362,586363,205,ADMINISTRADOR,2015-07-20,2015-07-20,,,,
586362,586364,101,SOCIO,2015-07-20,2015-07-20,,,,
586362,586364,205,ADMINISTRADOR,2015-07-20,2015-07-20,,,,
586377,586378,801,EMPRESÁRIO,2015-08-14,2015-08-14,,,5000,
586355,586356,401,TITULAR PESSOA FÍSICA,2015-08-14,2015-08-14,,,,ADMINISTRADOR
586355,586356,205,ADMINISTRADOR,2015-08-07,2015-08-07,,,,ADMINISTRADOR
586382,586383,801,EMPRESÁRIO,2015-08-14,2015-08-14,,,100000,
586374,170295,101,SOCIO,2015-05-29,2015-05-29,,,,
586374,514914,101,SOCIO,2015-05-29,2015-05-29,,,,
586374,326541,101,SOCIO,2015-05-29,2015-05-29,,,,
586374,326541,205,ADMINISTRADOR,2015-05-29,2015-05-29,,,,
586374,7240,101,SOCIO,2015-05-29,2015-05-29,,,,
586374,7240,205,ADMINISTRADOR,2015-05-29,2015-05-29,,,,
586374,7240,316,REPRESENTANTE LEGAL,2015-05-29,2015-05-29,,,,
586374,588339,902,FILIAL EM OUTRA UF,2015-08-30,,,,,ADMINISTRADOR
586375,586376,101,SOCIO,2015-07-20,2015-07-20,,,,
586375,144535,101,SOCIO,2015-07-20,2015-07-20,,,,
586375,346834,101,SOCIO,2015-07-20,2015-07-20,,,,
586375,346834,205,ADMINISTRADOR,2015-07-20,2015-07-20,,,,
586349,586350,101,SOCIO,2015-08-10,2015-08-10,,,,
586349,24634,205,ADMINISTRADOR,2015-08-10,2015-08-10,,,,
586351,386830,401,TITULAR PESSOA FÍSICA,2015-08-14,2015-08-14,,,,ADMINISTRADOR
586351,386830,205,ADMINISTRADOR,2010-10-07,2010-10-07,,,,ADMINISTRADOR
586359,88218,801,EMPRESÁRIO,2015-08-14,2015-08-14,,,2000,
586366,105447,101,SOCIO,2015-05-05,2015-05-05,,,,
586366,7240,101,SOCIO,2015-05-05,2015-05-05,,,,
586366,7240,205,ADMINISTRADOR,2015-05-05,2015-05-05,,,,
586366,7240,316,REPRESENTANTE LEGAL,2015-05-05,2015-05-05,,,,
586387,586388,801,EMPRESÁRIO,2015-08-14,,,,,
586357,586358,801,EMPRESÁRIO,2015-08-14,2015-08-14,,,20000,
586360,586361,801,EMPRESÁRIO,2015-08-14,2015-08-14,,,100000,
586367,586368,801,EMPRESÁRIO,2015-08-14,2015-08-14,,,40000,
586371,586372,101,SOCIO,2015-08-12,2015-08-12,,,,
586371,586373,101,SOCIO,2015-08-12,2015-08-12,,,,
586371,586373,205,ADMINISTRADOR,2015-08-12,2015-08-12,,,,
586477,586478,801,EMPRESÁRIO,2015-08-14,,,,,
586479,586480,801,EMPRESÁRIO,2015-08-14,,,,,
586481,586482,801,EMPRESÁRIO,2015-08-14,,,,,
586483,586484,801,EMPRESÁRIO,2015-08-15,,,,,
586485,586486,801,EMPRESÁRIO,2015-08-15,,,,,
